transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX6448,SHIP10,65263.44,2024-10-14,Rotterdam,GBP
TRX2277,SHIP43,56977.44,2024-10-14,New York,JPY
TRX4599,SHIP13,33766.01,2024-10-14,Los Angeles,USD
TRX5517,SHIP17,82549.02,2024-10-14,Rotterdam,EUR
TRX3172,SHIP22,82791.61,2024-10-14,Singapore,EUR
TRX6363,SHIP12,25470.87,2024-10-14,Singapore,CNY
TRX5480,SHIP27,1886.21,2024-10-14,New York,CNY
TRX1719,SHIP3,1001.27,2024-10-14,Shanghai,JPY
TRX1521,SHIP9,16425.48,2024-10-14,Shanghai,GBP
TRX6467,SHIP47,70734.84,2024-10-14,Los Angeles,GBP
TRX3427,SHIP20,6402.54,2024-10-14,Rotterdam,JPY
TRX4808,SHIP4,70500.69,2024-10-14,New York,EUR
TRX1197,SHIP48,13258.08,2024-10-14,Shanghai,USD
TRX9673,SHIP17,71070.7,2024-10-14,New York,USD
TRX5106,SHIP39,34838.19,2024-10-14,New York,EUR
TRX9727,SHIP33,91644.47,2024-10-14,Los Angeles,USD
TRX8527,SHIP8,25794.5,2024-10-14,Los Angeles,GBP
TRX9924,SHIP10,12468.45,2024-10-14,Los Angeles,CNY
TRX8172,SHIP1,75726.03,2024-10-14,New York,JPY
TRX3754,SHIP39,96041.58,2024-10-14,Shanghai,USD
TRX4795,SHIP13,34432.97,2024-10-14,Singapore,GBP
TRX2592,SHIP46,71965.87,2024-10-14,New York,USD
TRX3646,SHIP36,64857.29,2024-10-14,New York,USD
TRX1672,SHIP7,43756.61,2024-10-14,Los Angeles,GBP
TRX4716,SHIP39,91409.38,2024-10-14,New York,CNY
TRX6487,SHIP25,35085.31,2024-10-14,Shanghai,EUR
TRX6575,SHIP28,18436.95,2024-10-14,Singapore,CNY
TRX7033,SHIP26,91835.69,2024-10-14,Shanghai,GBP
TRX9847,SHIP16,59480.77,2024-10-14,Los Angeles,GBP
TRX5695,SHIP35,75366.53,2024-10-14,Singapore,USD
TRX7401,SHIP13,67147.95,2024-10-14,New York,EUR
TRX2327,SHIP6,86209.87,2024-10-14,Rotterdam,JPY
TRX6631,SHIP29,84464.51,2024-10-14,Singapore,JPY
TRX2051,SHIP39,99635.46,2024-10-14,Singapore,JPY
TRX5625,SHIP21,64892.43,2024-10-14,Rotterdam,USD
TRX5068,SHIP8,55241.87,2024-10-14,Singapore,GBP
TRX7931,SHIP20,63219.04,2024-10-14,New York,CNY
TRX2443,SHIP21,49533.85,2024-10-14,Shanghai,EUR
TRX1240,SHIP6,81936.71,2024-10-14,Singapore,EUR
TRX6923,SHIP24,31292.23,2024-10-14,Shanghai,EUR
TRX3343,SHIP30,41790.0,2024-10-14,Singapore,EUR
TRX3318,SHIP25,47178.18,2024-10-14,Shanghai,USD
TRX8655,SHIP32,52653.05,2024-10-14,New York,GBP
TRX4682,SHIP4,52431.12,2024-10-14,Shanghai,EUR
TRX5852,SHIP11,22484.36,2024-10-14,New York,GBP
TRX8030,SHIP38,18704.58,2024-10-14,Rotterdam,JPY
TRX7412,SHIP36,66164.94,2024-10-14,Rotterdam,EUR
TRX5568,SHIP12,37068.01,2024-10-14,Rotterdam,JPY
TRX2662,SHIP14,72847.91,2024-10-14,Rotterdam,USD
TRX5210,SHIP34,12823.35,2024-10-14,Los Angeles,CNY
TRX4381,SHIP24,57646.97,2024-10-14,Singapore,EUR
TRX9512,SHIP9,49505.72,2024-10-14,Singapore,CNY
TRX9638,SHIP10,47690.47,2024-10-14,New York,CNY
TRX2537,SHIP31,59139.09,2024-10-14,Rotterdam,GBP
TRX1742,SHIP50,71084.45,2024-10-14,Shanghai,GBP
TRX5744,SHIP50,49077.67,2024-10-14,New York,JPY
TRX2925,SHIP16,64968.08,2024-10-14,Rotterdam,USD
TRX8068,SHIP24,43339.75,2024-10-14,New York,EUR
TRX9033,SHIP5,88237.76,2024-10-14,Los Angeles,GBP
TRX5057,SHIP42,19356.69,2024-10-14,New York,EUR
