transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX3694,SHIP3,82954.94,2024-10-14,New York,USD
TRX7459,SHIP30,16802.06,2024-10-14,New York,JPY
TRX1020,SHIP25,49439.56,2024-10-14,Los Angeles,CNY
TRX4531,SHIP45,18360.88,2024-10-14,Singapore,JPY
TRX6347,SHIP16,35366.6,2024-10-14,New York,USD
TRX1752,SHIP48,83959.64,2024-10-14,Singapore,JPY
TRX2393,SHIP16,55117.98,2024-10-14,Shanghai,GBP
TRX8924,SHIP34,22481.31,2024-10-14,Los Angeles,USD
TRX8684,SHIP36,79182.67,2024-10-14,Los Angeles,USD
TRX4999,SHIP3,13620.64,2024-10-14,New York,CNY
TRX9586,SHIP38,53424.31,2024-10-14,New York,CNY
TRX8282,SHIP9,22655.74,2024-10-14,Singapore,EUR
TRX6568,SHIP39,15054.67,2024-10-14,Los Angeles,CNY
TRX7550,SHIP30,25689.14,2024-10-14,Rotterdam,JPY
TRX1215,SHIP7,82152.5,2024-10-14,Shanghai,USD
TRX1292,SHIP11,55282.11,2024-10-14,Los Angeles,USD
TRX1782,SHIP39,98632.4,2024-10-14,Los Angeles,GBP
TRX1950,SHIP23,92014.21,2024-10-14,Singapore,USD
TRX8618,SHIP27,37804.33,2024-10-14,New York,GBP
TRX1274,SHIP2,10516.38,2024-10-14,Rotterdam,GBP
TRX1448,SHIP12,29662.76,2024-10-14,New York,GBP
TRX1830,SHIP48,24384.22,2024-10-14,New York,CNY
TRX1222,SHIP14,53387.35,2024-10-14,Los Angeles,USD
TRX7645,SHIP38,84922.65,2024-10-14,Rotterdam,USD
TRX6584,SHIP26,9935.13,2024-10-14,Singapore,EUR
TRX2784,SHIP38,37190.9,2024-10-14,Rotterdam,JPY
TRX5779,SHIP16,85142.03,2024-10-14,Los Angeles,JPY
TRX5617,SHIP39,84479.85,2024-10-14,Shanghai,GBP
TRX9330,SHIP1,74013.05,2024-10-14,Rotterdam,USD
TRX1857,SHIP45,13654.14,2024-10-14,Singapore,USD
TRX3042,SHIP9,95043.29,2024-10-14,New York,EUR
TRX9624,SHIP15,27335.55,2024-10-14,Singapore,JPY
TRX7988,SHIP46,52737.31,2024-10-14,Los Angeles,USD
TRX8226,SHIP30,42243.06,2024-10-14,New York,GBP
TRX2043,SHIP20,27674.33,2024-10-14,New York,JPY
TRX2432,SHIP1,95092.04,2024-10-14,Los Angeles,USD
TRX4238,SHIP16,65151.72,2024-10-14,New York,GBP
TRX1771,SHIP21,90183.53,2024-10-14,New York,JPY
TRX3600,SHIP5,90671.14,2024-10-14,Los Angeles,EUR
TRX4644,SHIP7,14592.43,2024-10-14,New York,CNY
TRX1374,SHIP3,82535.91,2024-10-14,New York,EUR
TRX4433,SHIP8,97531.16,2024-10-14,Rotterdam,JPY
TRX3509,SHIP7,95104.4,2024-10-14,Rotterdam,JPY
TRX5172,SHIP4,64817.89,2024-10-14,Shanghai,JPY
TRX1531,SHIP3,81859.76,2024-10-14,New York,GBP
