transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX3095,SHIP5,12228.87,2024-10-14,Los Angeles,CNY
TRX6844,SHIP5,50152.47,2024-10-14,Rotterdam,USD
TRX4861,SHIP48,52766.61,2024-10-14,Los Angeles,EUR
TRX2312,SHIP31,13949.4,2024-10-14,Singapore,CNY
TRX9614,SHIP48,65236.35,2024-10-14,Los Angeles,CNY
TRX6739,SHIP8,34150.79,2024-10-14,Shanghai,EUR
TRX4718,SHIP42,31732.95,2024-10-14,New York,CNY
TRX3582,SHIP34,28000.18,2024-10-14,Rotterdam,EUR
TRX5227,SHIP50,24450.99,2024-10-14,New York,USD
TRX5393,SHIP22,45958.69,2024-10-14,New York,CNY
TRX7828,SHIP14,81240.67,2024-10-14,Los Angeles,EUR
TRX1437,SHIP41,14739.59,2024-10-14,Rotterdam,GBP
TRX6042,SHIP5,83000.87,2024-10-14,Los Angeles,JPY
TRX8679,SHIP17,1298.22,2024-10-14,Rotterdam,USD
TRX3022,SHIP31,63214.39,2024-10-14,Rotterdam,USD
TRX3084,SHIP34,10619.43,2024-10-14,Shanghai,JPY
TRX1165,SHIP41,75452.4,2024-10-14,Shanghai,CNY
TRX8195,SHIP3,91772.7,2024-10-14,Los Angeles,GBP
TRX8636,SHIP16,97092.06,2024-10-14,New York,GBP
TRX5698,SHIP39,69078.93,2024-10-14,Rotterdam,EUR
TRX4397,SHIP22,47296.67,2024-10-14,New York,JPY
TRX1266,SHIP10,72486.24,2024-10-14,Rotterdam,CNY
TRX5900,SHIP29,22495.87,2024-10-14,Los Angeles,EUR
TRX9038,SHIP49,31247.33,2024-10-14,New York,JPY
TRX8348,SHIP8,90264.66,2024-10-14,Rotterdam,USD
TRX2193,SHIP15,22263.22,2024-10-14,Shanghai,GBP
TRX9146,SHIP26,83324.24,2024-10-14,Los Angeles,CNY
TRX6366,SHIP15,26426.75,2024-10-14,Los Angeles,JPY
TRX6572,SHIP29,18456.14,2024-10-14,Singapore,JPY
TRX9554,SHIP13,80175.13,2024-10-14,Los Angeles,USD
TRX3892,SHIP24,25608.72,2024-10-14,Los Angeles,JPY
TRX6399,SHIP47,95435.14,2024-10-14,Rotterdam,USD
TRX5868,SHIP43,84246.7,2024-10-14,Los Angeles,GBP
TRX8032,SHIP29,79467.65,2024-10-14,New York,GBP
TRX7677,SHIP28,80922.83,2024-10-14,Shanghai,JPY
TRX8397,SHIP9,21374.01,2024-10-14,Singapore,JPY
TRX3652,SHIP46,56487.35,2024-10-14,Los Angeles,CNY
TRX9918,SHIP41,86575.18,2024-10-14,New York,CNY
TRX4196,SHIP47,76315.05,2024-10-14,Shanghai,EUR
TRX4017,SHIP26,80586.41,2024-10-14,Singapore,EUR
TRX7925,SHIP36,54421.94,2024-10-14,New York,USD
TRX4715,SHIP25,85372.38,2024-10-14,New York,CNY
TRX8456,SHIP34,5024.39,2024-10-14,Rotterdam,CNY
TRX8144,SHIP33,80812.24,2024-10-14,New York,CNY
TRX2208,SHIP20,35428.81,2024-10-14,Singapore,EUR
TRX6208,SHIP12,29781.72,2024-10-14,New York,JPY
TRX1590,SHIP9,67246.41,2024-10-14,Singapore,JPY
TRX6336,SHIP27,45774.82,2024-10-14,Shanghai,USD
TRX9089,SHIP10,8719.99,2024-10-14,Shanghai,USD
TRX3483,SHIP10,79619.46,2024-10-14,Los Angeles,EUR
TRX5005,SHIP27,39020.36,2024-10-14,Los Angeles,CNY
TRX1551,SHIP36,53616.58,2024-10-14,Singapore,USD
TRX7231,SHIP16,64033.29,2024-10-14,Shanghai,JPY
TRX2172,SHIP3,53625.84,2024-10-14,Los Angeles,GBP
TRX3679,SHIP12,53116.44,2024-10-14,New York,CNY
TRX4234,SHIP25,72313.32,2024-10-14,Los Angeles,EUR
TRX7421,SHIP38,80999.22,2024-10-14,Shanghai,GBP
TRX6568,SHIP44,9814.85,2024-10-14,Shanghai,CNY
TRX6125,SHIP26,46413.09,2024-10-14,Rotterdam,CNY
TRX1996,SHIP6,55603.61,2024-10-14,Rotterdam,USD
TRX3385,SHIP13,34475.37,2024-10-14,Shanghai,CNY
TRX6012,SHIP16,15045.5,2024-10-14,Shanghai,JPY
TRX5624,SHIP36,42107.41,2024-10-14,Shanghai,JPY
TRX3976,SHIP26,79923.8,2024-10-14,Rotterdam,CNY
TRX7426,SHIP32,23730.8,2024-10-14,Rotterdam,GBP
