transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX8408,SHIP10,49054.3,2024-10-14,Shanghai,USD
TRX6088,SHIP36,23768.44,2024-10-14,Shanghai,EUR
TRX3933,SHIP32,13312.39,2024-10-14,Rotterdam,JPY
TRX7983,SHIP35,61985.4,2024-10-14,Rotterdam,CNY
TRX1058,SHIP29,7212.27,2024-10-14,Singapore,USD
TRX8378,SHIP18,86169.75,2024-10-14,Shanghai,EUR
TRX4276,SHIP35,95883.79,2024-10-14,Los Angeles,EUR
TRX8378,SHIP32,8465.89,2024-10-14,Shanghai,EUR
TRX2015,SHIP21,93432.79,2024-10-14,Shanghai,JPY
TRX1319,SHIP14,57047.09,2024-10-14,Rotterdam,JPY
TRX1695,SHIP33,55025.27,2024-10-14,Shanghai,EUR
TRX7324,SHIP47,83955.16,2024-10-14,New York,USD
TRX8446,SHIP37,17716.44,2024-10-14,Shanghai,JPY
TRX1440,SHIP41,48392.29,2024-10-14,Los Angeles,GBP
TRX2056,SHIP4,7747.28,2024-10-14,Rotterdam,USD
TRX3392,SHIP2,78390.25,2024-10-14,Singapore,GBP
TRX6381,SHIP32,57267.1,2024-10-14,Los Angeles,CNY
TRX9196,SHIP28,26663.29,2024-10-14,Rotterdam,GBP
TRX6656,SHIP48,64265.08,2024-10-14,Los Angeles,JPY
TRX3113,SHIP25,79466.3,2024-10-14,Rotterdam,JPY
TRX1869,SHIP10,85838.84,2024-10-14,Los Angeles,USD
TRX5230,SHIP4,52295.05,2024-10-14,New York,JPY
TRX7667,SHIP37,43464.53,2024-10-14,Rotterdam,GBP
TRX6251,SHIP29,9393.86,2024-10-14,Rotterdam,CNY
TRX4735,SHIP45,25865.89,2024-10-14,Rotterdam,GBP
TRX3618,SHIP23,85123.99,2024-10-14,Singapore,USD
TRX6633,SHIP26,81646.31,2024-10-14,Los Angeles,GBP
TRX7779,SHIP46,79982.61,2024-10-14,New York,CNY
TRX4854,SHIP15,83092.68,2024-10-14,New York,JPY
TRX2543,SHIP43,53732.11,2024-10-14,New York,EUR
TRX6093,SHIP42,12055.85,2024-10-14,Shanghai,GBP
TRX1427,SHIP43,85199.86,2024-10-14,Singapore,USD
TRX5863,SHIP10,4254.05,2024-10-14,Singapore,EUR
TRX6777,SHIP40,4923.77,2024-10-14,New York,GBP
TRX4318,SHIP40,28251.25,2024-10-14,Shanghai,USD
TRX1092,SHIP10,85586.01,2024-10-14,Los Angeles,JPY
TRX1886,SHIP35,26409.23,2024-10-14,New York,GBP
TRX4228,SHIP42,48629.68,2024-10-14,New York,USD
TRX5957,SHIP2,2476.45,2024-10-14,Rotterdam,EUR
TRX5628,SHIP1,45129.1,2024-10-14,Rotterdam,USD
TRX4209,SHIP46,73083.43,2024-10-14,Los Angeles,CNY
TRX4726,SHIP35,78458.84,2024-10-14,Singapore,USD
TRX7907,SHIP2,38014.1,2024-10-14,New York,CNY
TRX2918,SHIP19,25287.36,2024-10-14,Los Angeles,USD
TRX4860,SHIP26,17977.96,2024-10-14,Shanghai,GBP
TRX8153,SHIP1,49711.49,2024-10-14,Shanghai,GBP
TRX1294,SHIP15,54257.05,2024-10-14,Los Angeles,USD
TRX1816,SHIP16,14966.57,2024-10-14,Rotterdam,CNY
TRX6314,SHIP16,13750.51,2024-10-14,New York,CNY
TRX4593,SHIP12,38833.1,2024-10-14,New York,JPY
TRX4479,SHIP40,16995.85,2024-10-14,Los Angeles,EUR
TRX3929,SHIP13,43605.93,2024-10-14,Los Angeles,JPY
TRX4414,SHIP50,37673.41,2024-10-14,Singapore,GBP
TRX9657,SHIP47,65857.39,2024-10-14,Rotterdam,EUR
TRX5522,SHIP20,87248.65,2024-10-14,Shanghai,USD
TRX5698,SHIP27,57021.6,2024-10-14,Singapore,EUR
TRX6628,SHIP36,3794.85,2024-10-14,Rotterdam,CNY
TRX4222,SHIP29,23271.76,2024-10-14,Singapore,EUR
TRX7436,SHIP34,17154.67,2024-10-14,Rotterdam,EUR
TRX8258,SHIP14,20092.62,2024-10-14,Rotterdam,USD
TRX2661,SHIP37,26930.99,2024-10-14,Rotterdam,USD
TRX2326,SHIP12,61816.64,2024-10-14,Shanghai,EUR
TRX6687,SHIP5,85915.05,2024-10-14,Shanghai,JPY
TRX3928,SHIP40,2502.99,2024-10-14,Singapore,CNY
TRX9656,SHIP48,73968.65,2024-10-14,Los Angeles,JPY
TRX9905,SHIP27,23625.4,2024-10-14,Shanghai,GBP
TRX9574,SHIP45,9333.21,2024-10-14,Rotterdam,JPY
TRX6489,SHIP13,64218.87,2024-10-14,Shanghai,GBP
TRX2184,SHIP26,65829.32,2024-10-14,Singapore,USD
TRX5763,SHIP13,81735.17,2024-10-14,Los Angeles,EUR
TRX1437,SHIP43,34169.43,2024-10-14,Los Angeles,CNY
TRX9347,SHIP2,62251.81,2024-10-14,Singapore,GBP
TRX4313,SHIP50,24696.54,2024-10-14,Rotterdam,CNY
TRX8289,SHIP11,41049.75,2024-10-14,Los Angeles,USD
TRX6642,SHIP26,85185.49,2024-10-14,Singapore,JPY
TRX6441,SHIP13,49587.12,2024-10-14,Los Angeles,USD
TRX9718,SHIP7,68053.94,2024-10-14,Rotterdam,CNY
TRX1080,SHIP24,80493.32,2024-10-14,New York,USD
TRX7537,SHIP5,95935.64,2024-10-14,Shanghai,USD
TRX9653,SHIP11,75655.85,2024-10-14,New York,JPY
TRX6800,SHIP26,43078.31,2024-10-14,Rotterdam,USD
TRX4258,SHIP13,1900.14,2024-10-14,New York,USD
TRX8737,SHIP4,5397.25,2024-10-14,New York,USD
TRX8232,SHIP22,15065.64,2024-10-14,Shanghai,CNY
TRX3435,SHIP19,68829.93,2024-10-14,Shanghai,CNY
TRX3144,SHIP39,81495.02,2024-10-14,Rotterdam,JPY
TRX3072,SHIP18,8989.32,2024-10-14,Singapore,JPY
TRX2912,SHIP33,69505.08,2024-10-14,Los Angeles,EUR
