transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX3740,SHIP3,30184.1,2024-10-14,Shanghai,USD
TRX6007,SHIP12,45797.04,2024-10-14,Shanghai,CNY
TRX5952,SHIP8,59820.2,2024-10-14,Los Angeles,USD
TRX4274,SHIP49,35189.76,2024-10-14,Rotterdam,GBP
TRX9418,SHIP15,91414.31,2024-10-14,Los Angeles,USD
TRX6508,SHIP7,36498.86,2024-10-14,Shanghai,USD
TRX3743,SHIP48,27249.77,2024-10-14,Shanghai,USD
TRX2541,SHIP22,36273.07,2024-10-14,Singapore,CNY
TRX5207,SHIP47,82662.86,2024-10-14,Los Angeles,EUR
TRX6077,SHIP48,43754.41,2024-10-14,Singapore,CNY
TRX7756,SHIP2,73456.62,2024-10-14,Rotterdam,JPY
TRX8968,SHIP13,11481.13,2024-10-14,Shanghai,CNY
TRX4270,SHIP15,70191.36,2024-10-14,Singapore,USD
TRX6351,SHIP34,3973.51,2024-10-14,New York,JPY
TRX9788,SHIP12,33058.04,2024-10-14,Los Angeles,JPY
TRX3037,SHIP15,38922.29,2024-10-14,Rotterdam,JPY
TRX4561,SHIP37,91249.55,2024-10-14,Los Angeles,USD
TRX7998,SHIP25,26333.32,2024-10-14,New York,EUR
TRX1312,SHIP2,62670.56,2024-10-14,Shanghai,JPY
TRX3052,SHIP49,81851.88,2024-10-14,Rotterdam,CNY
TRX5353,SHIP46,83520.7,2024-10-14,Shanghai,GBP
TRX1634,SHIP19,70115.76,2024-10-14,Shanghai,EUR
TRX2007,SHIP14,46521.87,2024-10-14,Los Angeles,CNY
TRX7046,SHIP2,49879.91,2024-10-14,Shanghai,JPY
TRX5485,SHIP42,65834.61,2024-10-14,New York,USD
TRX3050,SHIP30,87120.64,2024-10-14,Singapore,CNY
TRX9232,SHIP30,2312.26,2024-10-14,Singapore,EUR
TRX5947,SHIP10,92739.7,2024-10-14,Los Angeles,GBP
TRX3478,SHIP9,69055.92,2024-10-14,New York,GBP
TRX9232,SHIP47,57382.97,2024-10-14,Singapore,EUR
TRX8873,SHIP9,80702.24,2024-10-14,Rotterdam,CNY
TRX7018,SHIP47,48117.42,2024-10-14,New York,CNY
TRX3157,SHIP24,53158.24,2024-10-14,New York,EUR
TRX7014,SHIP8,79710.44,2024-10-14,New York,USD
TRX8380,SHIP2,77626.22,2024-10-14,Singapore,EUR
TRX9461,SHIP36,47966.05,2024-10-14,Singapore,GBP
TRX7821,SHIP44,15560.25,2024-10-14,Singapore,JPY
TRX7160,SHIP29,37020.93,2024-10-14,Rotterdam,USD
TRX2824,SHIP39,61338.15,2024-10-14,Singapore,EUR
TRX4105,SHIP2,95574.75,2024-10-14,Singapore,CNY
TRX1705,SHIP22,68325.84,2024-10-14,Singapore,GBP
TRX3359,SHIP8,27070.45,2024-10-14,Singapore,USD
TRX9054,SHIP7,56410.04,2024-10-14,Los Angeles,CNY
TRX9064,SHIP44,46815.26,2024-10-14,Los Angeles,GBP
TRX9619,SHIP43,42740.3,2024-10-14,Shanghai,USD
TRX5934,SHIP8,15019.7,2024-10-14,New York,CNY
TRX7014,SHIP46,9486.7,2024-10-14,Los Angeles,USD
TRX6179,SHIP14,34366.97,2024-10-14,Los Angeles,GBP
TRX7583,SHIP48,57536.47,2024-10-14,Los Angeles,EUR
TRX9150,SHIP10,7998.62,2024-10-14,Rotterdam,JPY
TRX4044,SHIP1,54672.62,2024-10-14,Rotterdam,GBP
TRX6046,SHIP28,22777.47,2024-10-14,New York,JPY
TRX5245,SHIP17,67242.33,2024-10-14,Los Angeles,GBP
TRX1057,SHIP39,17929.47,2024-10-14,New York,GBP
TRX4810,SHIP49,54706.5,2024-10-14,Rotterdam,EUR
TRX7167,SHIP42,23757.27,2024-10-14,Shanghai,USD
TRX9625,SHIP19,25358.29,2024-10-14,Singapore,JPY
TRX1432,SHIP8,82239.21,2024-10-14,Los Angeles,EUR
TRX6881,SHIP46,45931.4,2024-10-14,Los Angeles,CNY
TRX7711,SHIP48,81145.82,2024-10-14,Rotterdam,EUR
TRX3979,SHIP42,36305.43,2024-10-14,Singapore,CNY
TRX9596,SHIP18,44626.29,2024-10-14,Shanghai,EUR
TRX4809,SHIP19,17835.56,2024-10-14,Singapore,CNY
TRX1280,SHIP31,10384.89,2024-10-14,Los Angeles,EUR
TRX1900,SHIP12,18921.21,2024-10-14,Rotterdam,EUR
TRX8802,SHIP33,98384.87,2024-10-14,Los Angeles,JPY
