transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX7099,SHIP45,51625.02,2024-10-14,Rotterdam,CNY
TRX3700,SHIP36,9080.54,2024-10-14,Singapore,CNY
TRX3705,SHIP49,66812.67,2024-10-14,Singapore,EUR
TRX3784,SHIP6,88177.47,2024-10-14,New York,EUR
TRX4702,SHIP17,28486.92,2024-10-14,Singapore,USD
TRX4645,SHIP25,11632.22,2024-10-14,New York,GBP
TRX6407,SHIP27,80495.3,2024-10-14,Rotterdam,CNY
TRX2181,SHIP45,62636.12,2024-10-14,Singapore,CNY
TRX5028,SHIP36,17234.55,2024-10-14,Rotterdam,GBP
TRX3988,SHIP42,17090.44,2024-10-14,Singapore,USD
TRX9661,SHIP27,58907.27,2024-10-14,New York,USD
TRX7428,SHIP5,57186.75,2024-10-14,Shanghai,EUR
TRX1950,SHIP44,38813.42,2024-10-14,Los Angeles,EUR
TRX9027,SHIP7,47985.41,2024-10-14,Singapore,GBP
TRX8609,SHIP18,96322.76,2024-10-14,Rotterdam,CNY
TRX8748,SHIP50,52616.87,2024-10-14,Shanghai,USD
TRX1676,SHIP17,85033.14,2024-10-14,Singapore,JPY
TRX1679,SHIP33,98195.79,2024-10-14,Rotterdam,EUR
TRX3237,SHIP18,81441.71,2024-10-14,New York,EUR
TRX3921,SHIP37,86319.6,2024-10-14,New York,CNY
TRX7556,SHIP32,57344.77,2024-10-14,Rotterdam,USD
TRX8806,SHIP22,7330.5,2024-10-14,Singapore,EUR
TRX3053,SHIP6,43765.68,2024-10-14,Rotterdam,EUR
TRX8185,SHIP49,95615.41,2024-10-14,Los Angeles,EUR
TRX3940,SHIP8,98987.22,2024-10-14,Shanghai,CNY
TRX3732,SHIP10,14743.57,2024-10-14,Rotterdam,GBP
TRX5321,SHIP34,96968.61,2024-10-14,Los Angeles,CNY
TRX9786,SHIP29,83352.01,2024-10-14,Rotterdam,GBP
TRX6525,SHIP33,35234.91,2024-10-14,New York,CNY
