transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX1612,SHIP2,78991.12,2024-10-14,Rotterdam,EUR
TRX6483,SHIP33,85418.95,2024-10-14,Rotterdam,GBP
TRX4964,SHIP29,69007.74,2024-10-14,Shanghai,EUR
TRX7111,SHIP28,85554.19,2024-10-14,Los Angeles,GBP
TRX1942,SHIP10,92771.69,2024-10-14,New York,USD
TRX4331,SHIP21,59007.16,2024-10-14,New York,USD
TRX2640,SHIP29,78213.69,2024-10-14,New York,GBP
TRX6999,SHIP5,55397.56,2024-10-14,Los Angeles,GBP
TRX6057,SHIP22,57496.95,2024-10-14,New York,EUR
TRX5214,SHIP37,99504.53,2024-10-14,Rotterdam,JPY
TRX5162,SHIP31,74921.33,2024-10-14,Rotterdam,CNY
TRX1218,SHIP7,13809.98,2024-10-14,Los Angeles,GBP
TRX3193,SHIP40,18130.02,2024-10-14,Shanghai,EUR
TRX5571,SHIP49,84503.92,2024-10-14,Singapore,USD
TRX3108,SHIP3,57796.11,2024-10-14,Shanghai,USD
TRX3863,SHIP32,79352.46,2024-10-14,Shanghai,EUR
TRX8737,SHIP11,70851.92,2024-10-14,Shanghai,EUR
TRX9394,SHIP50,18882.52,2024-10-14,Los Angeles,EUR
TRX8594,SHIP22,72322.82,2024-10-14,New York,GBP
TRX2589,SHIP11,52767.25,2024-10-14,Singapore,EUR
TRX2480,SHIP32,85899.81,2024-10-14,Los Angeles,CNY
TRX9119,SHIP43,71719.44,2024-10-14,Shanghai,JPY
TRX3514,SHIP22,9776.73,2024-10-14,Singapore,CNY
TRX3191,SHIP46,39745.39,2024-10-14,Shanghai,GBP
TRX2275,SHIP49,77663.94,2024-10-14,New York,CNY
TRX2069,SHIP20,85441.27,2024-10-14,New York,CNY
TRX4561,SHIP28,75499.4,2024-10-14,New York,JPY
TRX3275,SHIP48,81930.81,2024-10-14,New York,USD
TRX5115,SHIP4,4036.09,2024-10-14,Singapore,CNY
TRX1600,SHIP50,68186.94,2024-10-14,Los Angeles,JPY
TRX4955,SHIP40,92511.72,2024-10-14,Los Angeles,EUR
TRX8524,SHIP26,90524.39,2024-10-14,New York,JPY
TRX6228,SHIP47,14935.45,2024-10-14,Los Angeles,CNY
TRX5345,SHIP45,8497.95,2024-10-14,Los Angeles,USD
TRX9100,SHIP2,10200.28,2024-10-14,Los Angeles,GBP
TRX2957,SHIP49,83385.24,2024-10-14,New York,JPY
TRX4377,SHIP16,1702.67,2024-10-14,New York,EUR
TRX4844,SHIP11,12425.23,2024-10-14,New York,EUR
TRX2429,SHIP37,3799.73,2024-10-14,Rotterdam,JPY
TRX4882,SHIP26,67999.99,2024-10-14,Los Angeles,JPY
TRX1078,SHIP18,63618.73,2024-10-14,Shanghai,EUR
TRX6643,SHIP9,48091.73,2024-10-14,Rotterdam,GBP
TRX6098,SHIP32,64518.11,2024-10-14,Shanghai,EUR
TRX3654,SHIP1,92691.51,2024-10-14,Rotterdam,GBP
TRX4056,SHIP45,42861.33,2024-10-14,Shanghai,GBP
TRX2615,SHIP43,5683.67,2024-10-14,Los Angeles,JPY
TRX2771,SHIP28,25897.4,2024-10-14,Rotterdam,USD
TRX8560,SHIP9,40694.63,2024-10-14,Los Angeles,CNY
TRX2977,SHIP5,1289.97,2024-10-14,Shanghai,GBP
TRX6036,SHIP8,35236.3,2024-10-14,New York,EUR
TRX2319,SHIP10,67060.7,2024-10-14,New York,GBP
TRX7757,SHIP42,16464.66,2024-10-14,New York,EUR
TRX8577,SHIP18,96521.22,2024-10-14,Los Angeles,CNY
TRX6169,SHIP48,2507.23,2024-10-14,Los Angeles,GBP
TRX6772,SHIP6,83978.25,2024-10-14,New York,CNY
TRX5500,SHIP43,56943.82,2024-10-14,Los Angeles,JPY
TRX9891,SHIP42,18325.31,2024-10-14,New York,GBP
TRX8050,SHIP6,42524.05,2024-10-14,Singapore,USD
TRX4826,SHIP30,85468.53,2024-10-14,New York,JPY
TRX1909,SHIP22,77903.93,2024-10-14,Singapore,USD
