transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX6342,SHIP13,64118.92,2024-10-14,Rotterdam,EUR
TRX4966,SHIP6,45543.9,2024-10-14,Rotterdam,JPY
TRX9623,SHIP31,82934.71,2024-10-14,Rotterdam,USD
TRX3225,SHIP4,59584.85,2024-10-14,Los Angeles,CNY
TRX6028,SHIP9,39733.37,2024-10-14,Shanghai,EUR
TRX5261,SHIP5,92433.14,2024-10-14,Singapore,JPY
TRX6506,SHIP39,92767.83,2024-10-14,Los Angeles,USD
TRX4577,SHIP15,96715.82,2024-10-14,New York,USD
TRX4632,SHIP16,96650.23,2024-10-14,Rotterdam,EUR
TRX6382,SHIP27,55591.26,2024-10-14,Singapore,EUR
TRX6041,SHIP28,93377.7,2024-10-14,Rotterdam,CNY
TRX9715,SHIP18,15105.52,2024-10-14,Rotterdam,EUR
TRX7359,SHIP10,69782.22,2024-10-14,New York,GBP
TRX9613,SHIP29,94910.83,2024-10-14,Rotterdam,EUR
TRX9571,SHIP25,99006.19,2024-10-14,New York,JPY
TRX1004,SHIP22,81015.59,2024-10-14,Rotterdam,GBP
TRX4728,SHIP27,24388.02,2024-10-14,Singapore,EUR
TRX8666,SHIP3,10740.85,2024-10-14,Los Angeles,CNY
TRX6837,SHIP17,67981.8,2024-10-14,Rotterdam,CNY
TRX6112,SHIP8,60790.36,2024-10-14,New York,USD
TRX8105,SHIP5,98566.9,2024-10-14,Rotterdam,JPY
TRX6903,SHIP25,75930.98,2024-10-14,Singapore,GBP
TRX9804,SHIP23,8673.07,2024-10-14,Shanghai,GBP
TRX9480,SHIP42,2760.66,2024-10-14,Shanghai,EUR
TRX2397,SHIP38,27293.14,2024-10-14,New York,CNY
TRX5003,SHIP23,68903.68,2024-10-14,Singapore,JPY
TRX1888,SHIP22,14171.78,2024-10-14,Singapore,JPY
TRX1333,SHIP45,40589.53,2024-10-14,Rotterdam,EUR
TRX9419,SHIP23,60087.62,2024-10-14,Singapore,GBP
TRX6656,SHIP8,87645.69,2024-10-14,Singapore,USD
TRX3984,SHIP20,73581.44,2024-10-14,Singapore,EUR
TRX6374,SHIP15,82578.03,2024-10-14,Los Angeles,CNY
TRX1841,SHIP33,19352.78,2024-10-14,New York,GBP
TRX4732,SHIP21,63763.31,2024-10-14,Singapore,JPY
TRX2366,SHIP40,4291.46,2024-10-14,New York,CNY
TRX8749,SHIP27,40487.68,2024-10-14,Singapore,CNY
TRX2915,SHIP5,24555.54,2024-10-14,Los Angeles,JPY
TRX5989,SHIP19,57159.56,2024-10-14,Shanghai,GBP
TRX6370,SHIP7,4815.39,2024-10-14,Singapore,GBP
TRX6860,SHIP29,92248.55,2024-10-14,New York,USD
TRX1395,SHIP25,86595.18,2024-10-14,New York,GBP
TRX2932,SHIP41,99366.49,2024-10-14,Singapore,GBP
TRX5947,SHIP24,53711.36,2024-10-14,New York,GBP
TRX6276,SHIP48,82288.29,2024-10-14,Shanghai,GBP
TRX1222,SHIP8,82463.87,2024-10-14,New York,EUR
TRX8237,SHIP2,43205.09,2024-10-14,Los Angeles,GBP
TRX9966,SHIP23,68215.56,2024-10-14,Singapore,USD
TRX5485,SHIP15,6626.1,2024-10-14,New York,JPY
TRX9991,SHIP20,71853.41,2024-10-14,New York,USD
TRX5619,SHIP10,37451.07,2024-10-14,Shanghai,GBP
TRX2848,SHIP20,14982.51,2024-10-14,Singapore,GBP
TRX5620,SHIP24,63332.82,2024-10-14,New York,GBP
TRX6852,SHIP1,91064.67,2024-10-14,Los Angeles,GBP
TRX2613,SHIP8,85490.14,2024-10-14,Singapore,GBP
TRX4566,SHIP25,75631.68,2024-10-14,Singapore,CNY
TRX6228,SHIP1,65256.87,2024-10-14,Shanghai,EUR
TRX7910,SHIP25,54288.88,2024-10-14,Singapore,CNY
TRX3006,SHIP35,74353.83,2024-10-14,Los Angeles,CNY
TRX4975,SHIP21,13351.23,2024-10-14,Rotterdam,JPY
TRX1471,SHIP43,5986.24,2024-10-14,Rotterdam,CNY
TRX3860,SHIP29,30241.06,2024-10-14,Rotterdam,USD
TRX7123,SHIP6,66883.98,2024-10-14,Los Angeles,CNY
TRX5243,SHIP46,77474.88,2024-10-14,Shanghai,USD
TRX7324,SHIP24,41643.59,2024-10-14,New York,JPY
TRX1695,SHIP22,32021.13,2024-10-14,Rotterdam,GBP
TRX5081,SHIP32,16562.59,2024-10-14,Rotterdam,CNY
TRX5042,SHIP49,33037.77,2024-10-14,Singapore,GBP
TRX6635,SHIP5,90094.33,2024-10-14,Shanghai,JPY
TRX3607,SHIP1,55991.97,2024-10-14,New York,EUR
TRX2331,SHIP38,68924.14,2024-10-14,Rotterdam,JPY
TRX7880,SHIP17,17217.43,2024-10-14,Shanghai,USD
TRX2610,SHIP45,40696.34,2024-10-14,New York,GBP
TRX7797,SHIP31,31939.59,2024-10-14,Rotterdam,EUR
TRX9593,SHIP50,33130.87,2024-10-14,Singapore,GBP
TRX4454,SHIP34,22695.26,2024-10-14,Los Angeles,CNY
TRX7932,SHIP3,45460.28,2024-10-14,New York,JPY
TRX8522,SHIP34,70907.27,2024-10-14,New York,JPY
TRX3905,SHIP28,42330.54,2024-10-14,Los Angeles,JPY
TRX7815,SHIP6,29002.78,2024-10-14,Shanghai,EUR
TRX2570,SHIP5,41946.99,2024-10-14,New York,JPY
TRX1324,SHIP18,92479.71,2024-10-14,Los Angeles,USD
TRX1404,SHIP40,83353.54,2024-10-14,Shanghai,CNY
TRX6897,SHIP17,31542.44,2024-10-14,Singapore,EUR
TRX7360,SHIP48,87698.0,2024-10-14,Singapore,JPY
TRX2257,SHIP41,18897.95,2024-10-14,Los Angeles,CNY
TRX6081,SHIP19,96836.38,2024-10-14,Los Angeles,GBP
TRX2825,SHIP10,80541.44,2024-10-14,Singapore,JPY
TRX4879,SHIP48,77277.02,2024-10-14,Los Angeles,USD
TRX7561,SHIP24,15491.16,2024-10-14,Singapore,USD
TRX3129,SHIP42,39244.24,2024-10-14,New York,GBP
TRX2619,SHIP27,95812.06,2024-10-14,Singapore,USD
TRX2159,SHIP40,40765.69,2024-10-14,New York,CNY
TRX8467,SHIP8,87030.09,2024-10-14,Rotterdam,JPY
TRX1001,SHIP30,22523.81,2024-10-14,New York,JPY
TRX2003,SHIP10,48950.3,2024-10-14,Rotterdam,EUR
TRX6092,SHIP18,99892.37,2024-10-14,Los Angeles,USD
TRX3130,SHIP12,17782.81,2024-10-14,Singapore,USD
TRX3536,SHIP18,56118.41,2024-10-14,Rotterdam,CNY
TRX7107,SHIP36,82995.64,2024-10-14,Shanghai,JPY
TRX4177,SHIP13,84237.43,2024-10-14,New York,GBP
