transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX4906,SHIP38,33001.56,2024-10-14,Singapore,JPY
TRX5060,SHIP40,2894.74,2024-10-14,Rotterdam,CNY
TRX9263,SHIP45,44662.39,2024-10-14,Shanghai,USD
TRX4007,SHIP35,21060.97,2024-10-14,Rotterdam,USD
TRX7069,SHIP32,22676.98,2024-10-14,Rotterdam,CNY
TRX9672,SHIP44,29581.84,2024-10-14,Los Angeles,JPY
TRX7459,SHIP7,43801.23,2024-10-14,New York,USD
TRX6279,SHIP33,98916.62,2024-10-14,Rotterdam,JPY
TRX9968,SHIP27,24873.29,2024-10-14,Los Angeles,GBP
TRX5837,SHIP14,73967.83,2024-10-14,Rotterdam,USD
TRX5858,SHIP7,46360.51,2024-10-14,Rotterdam,CNY
TRX2205,SHIP14,98580.03,2024-10-14,Shanghai,JPY
TRX3132,SHIP8,87229.65,2024-10-14,Singapore,JPY
TRX4011,SHIP21,64169.59,2024-10-14,Rotterdam,GBP
TRX6010,SHIP33,99067.01,2024-10-14,Rotterdam,CNY
TRX9874,SHIP19,18514.72,2024-10-14,Shanghai,EUR
TRX6821,SHIP46,77736.73,2024-10-14,Los Angeles,EUR
TRX9514,SHIP48,47338.52,2024-10-14,Rotterdam,EUR
TRX7148,SHIP19,43863.19,2024-10-14,Singapore,GBP
TRX6190,SHIP39,14117.92,2024-10-14,Shanghai,GBP
TRX4062,SHIP32,93298.81,2024-10-14,Rotterdam,CNY
TRX1200,SHIP45,69982.37,2024-10-14,New York,USD
TRX4274,SHIP1,76478.87,2024-10-14,Shanghai,CNY
TRX7071,SHIP17,28229.65,2024-10-14,Rotterdam,CNY
TRX2354,SHIP35,9739.47,2024-10-14,Shanghai,USD
TRX5127,SHIP1,19678.04,2024-10-14,Singapore,CNY
TRX9156,SHIP40,39331.73,2024-10-14,Shanghai,EUR
TRX1867,SHIP48,54871.06,2024-10-14,Shanghai,USD
TRX1224,SHIP9,60496.17,2024-10-14,Shanghai,EUR
TRX7336,SHIP24,53377.53,2024-10-14,New York,JPY
TRX4220,SHIP41,84727.28,2024-10-14,New York,CNY
TRX2313,SHIP38,23710.46,2024-10-14,Rotterdam,USD
TRX5970,SHIP18,75385.55,2024-10-14,Singapore,GBP
TRX8382,SHIP18,48944.21,2024-10-14,Los Angeles,CNY
TRX9458,SHIP43,99061.21,2024-10-14,Singapore,USD
TRX2422,SHIP34,40388.95,2024-10-14,Singapore,EUR
TRX8788,SHIP18,24386.53,2024-10-14,Singapore,CNY
TRX2188,SHIP17,73104.41,2024-10-14,Los Angeles,EUR
TRX5693,SHIP25,65118.77,2024-10-14,Rotterdam,EUR
TRX9000,SHIP25,45103.5,2024-10-14,New York,JPY
TRX2160,SHIP20,48272.88,2024-10-14,Los Angeles,JPY
TRX7285,SHIP2,18470.33,2024-10-14,Los Angeles,JPY
TRX4648,SHIP47,48014.6,2024-10-14,Rotterdam,USD
TRX2033,SHIP17,53071.68,2024-10-14,Los Angeles,JPY
TRX9700,SHIP10,4770.99,2024-10-14,Los Angeles,JPY
TRX5834,SHIP47,95957.57,2024-10-14,Shanghai,EUR
TRX9148,SHIP50,55361.66,2024-10-14,New York,GBP
TRX8274,SHIP35,79621.9,2024-10-14,New York,EUR
TRX1804,SHIP29,21236.51,2024-10-14,Rotterdam,JPY
TRX9968,SHIP49,4801.2,2024-10-14,Rotterdam,JPY
TRX7459,SHIP33,93169.71,2024-10-14,Shanghai,EUR
TRX2205,SHIP18,41576.98,2024-10-14,New York,JPY
TRX5324,SHIP6,90561.65,2024-10-14,Singapore,GBP
TRX7317,SHIP36,27431.86,2024-10-14,Shanghai,GBP
TRX9973,SHIP46,38245.13,2024-10-14,Rotterdam,USD
TRX3304,SHIP34,23715.52,2024-10-14,Singapore,JPY
TRX8592,SHIP1,49083.84,2024-10-14,Los Angeles,USD
TRX2373,SHIP1,69271.76,2024-10-14,Los Angeles,USD
TRX5450,SHIP6,6173.51,2024-10-14,Shanghai,USD
TRX1433,SHIP22,14717.25,2024-10-14,Los Angeles,JPY
TRX1680,SHIP22,89802.03,2024-10-14,Rotterdam,CNY
TRX6601,SHIP49,94865.45,2024-10-14,Singapore,JPY
TRX9296,SHIP3,14017.83,2024-10-14,Singapore,USD
