transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX3316,SHIP40,51587.23,2024-10-14,Los Angeles,GBP
TRX3987,SHIP12,68117.4,2024-10-14,New York,CNY
TRX3086,SHIP41,96601.19,2024-10-14,Shanghai,USD
TRX2421,SHIP31,59095.95,2024-10-14,New York,EUR
TRX7346,SHIP26,95844.84,2024-10-14,Los Angeles,JPY
TRX9166,SHIP15,29590.07,2024-10-14,Singapore,JPY
TRX6968,SHIP50,50125.73,2024-10-14,Singapore,JPY
TRX9076,SHIP42,70124.84,2024-10-14,Singapore,EUR
TRX6957,SHIP27,44268.92,2024-10-14,Singapore,USD
TRX6404,SHIP29,77309.82,2024-10-14,Singapore,JPY
TRX7683,SHIP6,88118.92,2024-10-14,Shanghai,CNY
TRX4650,SHIP34,63970.34,2024-10-14,Rotterdam,EUR
TRX9980,SHIP13,99685.03,2024-10-14,Rotterdam,GBP
TRX7804,SHIP32,53553.76,2024-10-14,New York,JPY
TRX3918,SHIP34,28592.35,2024-10-14,Los Angeles,USD
TRX7852,SHIP48,30820.07,2024-10-14,Los Angeles,JPY
TRX6770,SHIP3,46608.6,2024-10-14,Shanghai,EUR
TRX3141,SHIP34,91501.7,2024-10-14,Singapore,GBP
TRX8673,SHIP1,83156.6,2024-10-14,New York,EUR
TRX5697,SHIP9,45660.61,2024-10-14,Shanghai,EUR
TRX5341,SHIP39,77043.84,2024-10-14,Rotterdam,JPY
TRX8163,SHIP34,24149.31,2024-10-14,Singapore,GBP
TRX8433,SHIP41,40458.38,2024-10-14,Shanghai,USD
TRX5960,SHIP39,38369.44,2024-10-14,Singapore,CNY
TRX9758,SHIP44,60804.17,2024-10-14,Shanghai,JPY
TRX4054,SHIP44,57772.87,2024-10-14,Rotterdam,CNY
TRX3114,SHIP46,48312.86,2024-10-14,Shanghai,EUR
TRX3032,SHIP44,45415.49,2024-10-14,Rotterdam,CNY
TRX7602,SHIP46,91821.38,2024-10-14,New York,GBP
TRX5896,SHIP48,91807.34,2024-10-14,Los Angeles,EUR
TRX8464,SHIP39,74344.73,2024-10-14,Shanghai,CNY
TRX2689,SHIP48,27312.96,2024-10-14,Los Angeles,EUR
TRX6782,SHIP34,97232.8,2024-10-14,Los Angeles,EUR
TRX5464,SHIP3,58875.15,2024-10-14,New York,JPY
TRX3416,SHIP13,32499.41,2024-10-14,Los Angeles,USD
TRX9211,SHIP27,40105.5,2024-10-14,Singapore,JPY
TRX2423,SHIP38,90639.57,2024-10-14,Shanghai,JPY
TRX3271,SHIP13,61743.6,2024-10-14,Shanghai,JPY
TRX7943,SHIP46,88597.74,2024-10-14,Rotterdam,CNY
TRX7291,SHIP23,28246.97,2024-10-14,New York,JPY
TRX2229,SHIP50,52870.39,2024-10-14,Shanghai,JPY
TRX7652,SHIP8,38207.61,2024-10-14,Singapore,JPY
TRX2226,SHIP46,56990.65,2024-10-14,Los Angeles,EUR
