transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX4725,SHIP39,87657.24,2024-10-14,Singapore,EUR
TRX5755,SHIP39,4302.55,2024-10-14,Rotterdam,GBP
TRX9324,SHIP6,46195.3,2024-10-14,Los Angeles,JPY
TRX5449,SHIP6,34528.55,2024-10-14,Rotterdam,USD
TRX1645,SHIP12,8281.43,2024-10-14,Los Angeles,JPY
TRX9977,SHIP4,14051.41,2024-10-14,Shanghai,GBP
TRX4082,SHIP11,36396.92,2024-10-14,Rotterdam,USD
TRX5418,SHIP25,68880.08,2024-10-14,Rotterdam,CNY
TRX2791,SHIP33,26132.62,2024-10-14,New York,EUR
TRX4677,SHIP16,8374.74,2024-10-14,Los Angeles,USD
TRX6783,SHIP28,94670.98,2024-10-14,Shanghai,EUR
TRX8181,SHIP17,25952.83,2024-10-14,Shanghai,JPY
TRX7722,SHIP15,24835.55,2024-10-14,New York,EUR
TRX5289,SHIP36,24043.71,2024-10-14,New York,USD
TRX9269,SHIP8,21953.04,2024-10-14,Rotterdam,CNY
TRX4535,SHIP42,93182.12,2024-10-14,New York,CNY
TRX4820,SHIP9,4062.39,2024-10-14,Shanghai,EUR
TRX8347,SHIP11,97875.7,2024-10-14,Rotterdam,CNY
TRX2817,SHIP10,54850.54,2024-10-14,Los Angeles,JPY
TRX2474,SHIP49,60295.91,2024-10-14,New York,USD
TRX5245,SHIP42,14998.13,2024-10-14,Los Angeles,GBP
TRX2131,SHIP35,99606.18,2024-10-14,New York,GBP
TRX7750,SHIP25,92922.52,2024-10-14,Rotterdam,GBP
TRX4001,SHIP4,20377.62,2024-10-14,New York,EUR
TRX6521,SHIP44,16703.7,2024-10-14,Singapore,CNY
TRX8147,SHIP30,25874.9,2024-10-14,Rotterdam,USD
TRX6755,SHIP48,87566.53,2024-10-14,Los Angeles,USD
TRX7192,SHIP19,68255.93,2024-10-14,Shanghai,USD
TRX8922,SHIP48,8479.07,2024-10-14,New York,GBP
TRX5231,SHIP47,93299.62,2024-10-14,Los Angeles,GBP
TRX5182,SHIP26,27018.09,2024-10-14,Shanghai,GBP
TRX6306,SHIP36,2594.97,2024-10-14,Los Angeles,GBP
TRX6777,SHIP23,83894.46,2024-10-14,New York,EUR
TRX8683,SHIP17,72736.19,2024-10-14,Shanghai,JPY
TRX1176,SHIP34,85224.33,2024-10-14,New York,JPY
TRX3114,SHIP41,48039.58,2024-10-14,New York,GBP
TRX6187,SHIP7,94572.22,2024-10-14,Shanghai,USD
TRX1417,SHIP3,5484.72,2024-10-14,Singapore,GBP
TRX1499,SHIP29,14743.17,2024-10-14,New York,EUR
TRX4889,SHIP11,70390.53,2024-10-14,Shanghai,CNY
TRX1455,SHIP2,40870.75,2024-10-14,Shanghai,EUR
TRX7238,SHIP42,97731.86,2024-10-14,New York,JPY
TRX7769,SHIP25,44453.5,2024-10-14,Shanghai,CNY
TRX1629,SHIP42,70067.87,2024-10-14,Rotterdam,JPY
TRX7905,SHIP26,50997.43,2024-10-14,Los Angeles,JPY
TRX1929,SHIP1,52773.38,2024-10-14,Rotterdam,EUR
TRX1226,SHIP9,49166.82,2024-10-14,Los Angeles,GBP
TRX4900,SHIP38,30198.53,2024-10-14,Singapore,CNY
TRX2619,SHIP45,58933.73,2024-10-14,New York,CNY
TRX5434,SHIP32,29274.27,2024-10-14,Rotterdam,USD
TRX6361,SHIP46,96039.79,2024-10-14,Singapore,GBP
TRX3565,SHIP17,2686.16,2024-10-14,Los Angeles,GBP
TRX9098,SHIP20,24544.07,2024-10-14,New York,EUR
TRX8882,SHIP20,95073.73,2024-10-14,Los Angeles,EUR
TRX1528,SHIP33,67339.58,2024-10-14,New York,GBP
TRX3688,SHIP2,6649.4,2024-10-14,Shanghai,JPY
TRX8085,SHIP10,91536.24,2024-10-14,New York,JPY
TRX5309,SHIP13,71188.42,2024-10-14,Los Angeles,GBP
TRX4914,SHIP19,19743.42,2024-10-14,Singapore,EUR
TRX2894,SHIP45,15171.69,2024-10-14,Shanghai,EUR
TRX6007,SHIP29,70266.46,2024-10-14,Singapore,USD
TRX9919,SHIP49,75876.44,2024-10-14,New York,JPY
