transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX5609,SHIP35,76876.68,2024-10-14,Rotterdam,GBP
TRX5995,SHIP38,4290.42,2024-10-14,Shanghai,USD
TRX6788,SHIP42,35568.7,2024-10-14,New York,CNY
TRX7053,SHIP44,43496.16,2024-10-14,New York,EUR
TRX5039,SHIP35,12278.57,2024-10-14,Shanghai,JPY
TRX7318,SHIP1,80200.94,2024-10-14,Shanghai,JPY
TRX9742,SHIP31,63308.44,2024-10-14,Los Angeles,GBP
TRX6244,SHIP41,20008.77,2024-10-14,Singapore,CNY
TRX7257,SHIP48,46964.98,2024-10-14,Los Angeles,GBP
TRX9489,SHIP27,24838.37,2024-10-14,Los Angeles,CNY
TRX4434,SHIP14,35128.67,2024-10-14,Rotterdam,CNY
TRX1940,SHIP29,69308.6,2024-10-14,Rotterdam,JPY
TRX8494,SHIP37,61943.11,2024-10-14,Rotterdam,GBP
TRX4914,SHIP20,49842.99,2024-10-14,Rotterdam,JPY
TRX4669,SHIP33,66523.33,2024-10-14,Rotterdam,JPY
TRX8954,SHIP46,89403.13,2024-10-14,Rotterdam,EUR
TRX9667,SHIP39,98357.26,2024-10-14,Shanghai,GBP
TRX3590,SHIP45,55384.28,2024-10-14,Rotterdam,EUR
TRX1605,SHIP42,54418.43,2024-10-14,Los Angeles,USD
TRX2934,SHIP26,30219.46,2024-10-14,Rotterdam,CNY
TRX5181,SHIP8,20350.39,2024-10-14,New York,JPY
TRX3175,SHIP23,6817.08,2024-10-14,Shanghai,CNY
TRX4793,SHIP16,4058.52,2024-10-14,Rotterdam,JPY
TRX6929,SHIP6,82358.14,2024-10-14,New York,GBP
TRX8363,SHIP7,90425.67,2024-10-14,Rotterdam,EUR
TRX9109,SHIP12,75214.94,2024-10-14,New York,EUR
TRX8300,SHIP34,93875.78,2024-10-14,Los Angeles,EUR
TRX7725,SHIP19,7776.3,2024-10-14,New York,JPY
TRX3547,SHIP13,73410.51,2024-10-14,New York,GBP
TRX8504,SHIP2,76072.31,2024-10-14,Rotterdam,CNY
TRX1582,SHIP35,9098.97,2024-10-14,Rotterdam,CNY
TRX4927,SHIP20,86071.36,2024-10-14,New York,GBP
TRX5521,SHIP28,7828.82,2024-10-14,Rotterdam,JPY
TRX8421,SHIP22,58980.86,2024-10-14,New York,EUR
TRX2632,SHIP39,13677.05,2024-10-14,Los Angeles,CNY
TRX5550,SHIP12,61191.96,2024-10-14,Rotterdam,USD
TRX1640,SHIP10,43990.9,2024-10-14,Shanghai,JPY
TRX8521,SHIP9,93851.93,2024-10-14,Los Angeles,JPY
TRX5483,SHIP37,93056.41,2024-10-14,Shanghai,GBP
TRX8827,SHIP21,35910.3,2024-10-14,New York,CNY
TRX8873,SHIP30,43468.96,2024-10-14,Singapore,JPY
TRX3214,SHIP3,39411.28,2024-10-14,Singapore,USD
TRX8814,SHIP16,79512.19,2024-10-14,Singapore,CNY
TRX7263,SHIP12,97253.35,2024-10-14,Singapore,EUR
TRX9221,SHIP30,64628.13,2024-10-14,Shanghai,USD
TRX2757,SHIP3,60699.23,2024-10-14,Los Angeles,USD
TRX4235,SHIP42,78517.08,2024-10-14,Rotterdam,CNY
TRX1069,SHIP10,54558.56,2024-10-14,Shanghai,USD
TRX1436,SHIP11,47538.04,2024-10-14,Rotterdam,EUR
TRX3408,SHIP17,80332.17,2024-10-14,Los Angeles,CNY
TRX9231,SHIP24,68337.4,2024-10-14,Los Angeles,USD
TRX4635,SHIP47,53665.84,2024-10-14,New York,CNY
TRX3862,SHIP25,70160.24,2024-10-14,Los Angeles,EUR
TRX3762,SHIP29,89790.67,2024-10-14,Los Angeles,CNY
TRX3647,SHIP16,16491.01,2024-10-14,Shanghai,USD
TRX7597,SHIP42,95976.4,2024-10-14,Los Angeles,CNY
TRX8736,SHIP4,79087.53,2024-10-14,Rotterdam,CNY
TRX8563,SHIP22,90349.29,2024-10-14,Singapore,USD
TRX5904,SHIP22,66513.32,2024-10-14,Rotterdam,JPY
TRX6376,SHIP44,87339.53,2024-10-14,Singapore,GBP
TRX6326,SHIP42,31019.72,2024-10-14,Rotterdam,GBP
TRX9901,SHIP26,39076.82,2024-10-14,Los Angeles,EUR
TRX9471,SHIP23,36871.61,2024-10-14,Los Angeles,EUR
TRX7539,SHIP8,55945.26,2024-10-14,New York,USD
TRX5748,SHIP20,56954.62,2024-10-14,Singapore,GBP
TRX2300,SHIP6,12298.83,2024-10-14,Shanghai,USD
TRX4844,SHIP9,54747.89,2024-10-14,Singapore,JPY
TRX3822,SHIP16,2449.67,2024-10-14,New York,EUR
TRX6169,SHIP19,65335.07,2024-10-14,New York,GBP
TRX4640,SHIP41,26080.55,2024-10-14,New York,USD
TRX8185,SHIP37,63927.23,2024-10-14,New York,USD
TRX6040,SHIP27,99512.32,2024-10-14,Singapore,USD
TRX1819,SHIP7,50179.69,2024-10-14,Shanghai,CNY
TRX5855,SHIP28,74292.07,2024-10-14,Los Angeles,CNY
TRX8420,SHIP24,93089.47,2024-10-14,Rotterdam,CNY
TRX4333,SHIP21,22222.69,2024-10-14,Rotterdam,USD
TRX3127,SHIP13,34383.02,2024-10-14,Los Angeles,JPY
TRX3304,SHIP19,97113.41,2024-10-14,New York,EUR
TRX9516,SHIP38,12089.81,2024-10-14,Rotterdam,EUR
TRX2496,SHIP4,25135.22,2024-10-14,Singapore,EUR
TRX7078,SHIP1,10451.21,2024-10-14,Los Angeles,EUR
TRX4465,SHIP46,72219.9,2024-10-14,New York,CNY
TRX8118,SHIP21,32556.16,2024-10-14,Shanghai,EUR
TRX5185,SHIP46,17972.74,2024-10-14,Los Angeles,CNY
TRX2756,SHIP50,60128.52,2024-10-14,New York,EUR
TRX1375,SHIP46,67640.53,2024-10-14,New York,EUR
TRX7639,SHIP42,64667.4,2024-10-14,Singapore,USD
TRX7547,SHIP1,97974.28,2024-10-14,Singapore,JPY
TRX8865,SHIP39,84513.12,2024-10-14,Los Angeles,JPY
TRX1926,SHIP19,46336.03,2024-10-14,Rotterdam,GBP
TRX1840,SHIP40,42323.62,2024-10-14,Shanghai,JPY
TRX1965,SHIP43,22399.19,2024-10-14,Shanghai,EUR
TRX6933,SHIP1,53860.2,2024-10-14,New York,USD
TRX3692,SHIP44,60052.36,2024-10-14,New York,USD
TRX3886,SHIP10,81279.94,2024-10-14,Rotterdam,GBP
TRX5824,SHIP3,27204.01,2024-10-14,Rotterdam,JPY
TRX2937,SHIP38,60449.47,2024-10-14,Singapore,CNY
TRX4834,SHIP43,23442.55,2024-10-14,Singapore,JPY
TRX6607,SHIP26,92379.8,2024-10-14,Los Angeles,USD
TRX1062,SHIP24,69570.83,2024-10-14,New York,USD
