transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX2810,SHIP23,7741.16,2024-10-14,Rotterdam,USD
TRX3432,SHIP32,42541.91,2024-10-14,Shanghai,JPY
TRX1039,SHIP18,71977.84,2024-10-14,Rotterdam,USD
TRX9369,SHIP35,95874.61,2024-10-14,New York,USD
TRX8858,SHIP7,93896.78,2024-10-14,Los Angeles,USD
TRX7785,SHIP7,78827.52,2024-10-14,Rotterdam,JPY
TRX3361,SHIP28,90236.3,2024-10-14,Rotterdam,EUR
TRX9656,SHIP49,80741.82,2024-10-14,Shanghai,JPY
TRX2999,SHIP2,88516.07,2024-10-14,New York,EUR
TRX6152,SHIP1,94591.96,2024-10-14,Shanghai,GBP
TRX3903,SHIP33,17471.22,2024-10-14,Singapore,GBP
TRX1452,SHIP13,74960.96,2024-10-14,Los Angeles,EUR
TRX7603,SHIP8,29694.81,2024-10-14,Rotterdam,CNY
TRX9184,SHIP36,98596.6,2024-10-14,Shanghai,CNY
TRX5287,SHIP14,5675.17,2024-10-14,New York,CNY
TRX9362,SHIP33,26430.87,2024-10-14,Rotterdam,CNY
TRX6331,SHIP39,12264.02,2024-10-14,Rotterdam,EUR
TRX1809,SHIP50,87201.58,2024-10-14,Shanghai,GBP
TRX9423,SHIP41,34310.33,2024-10-14,Los Angeles,GBP
TRX2177,SHIP47,83803.61,2024-10-14,Los Angeles,JPY
TRX3805,SHIP43,61570.16,2024-10-14,Singapore,GBP
TRX5116,SHIP32,51794.77,2024-10-14,New York,USD
TRX1914,SHIP31,32184.24,2024-10-14,Rotterdam,EUR
TRX5115,SHIP18,68511.92,2024-10-14,Singapore,CNY
TRX3488,SHIP43,72311.8,2024-10-14,New York,EUR
TRX4856,SHIP47,90593.6,2024-10-14,Singapore,GBP
TRX4034,SHIP45,55206.48,2024-10-14,Los Angeles,USD
TRX3227,SHIP40,19564.08,2024-10-14,Los Angeles,EUR
TRX2310,SHIP47,57703.46,2024-10-14,Singapore,EUR
TRX4508,SHIP6,22168.09,2024-10-14,Los Angeles,JPY
TRX9609,SHIP19,48181.52,2024-10-14,Los Angeles,USD
TRX2351,SHIP2,50819.4,2024-10-14,New York,JPY
TRX1239,SHIP17,41445.41,2024-10-14,New York,JPY
TRX1628,SHIP28,30363.22,2024-10-14,Los Angeles,USD
TRX8650,SHIP2,73967.58,2024-10-14,New York,CNY
TRX5596,SHIP9,50246.27,2024-10-14,New York,USD
TRX2520,SHIP13,63864.62,2024-10-14,New York,USD
TRX1396,SHIP12,99796.21,2024-10-14,Shanghai,CNY
TRX6848,SHIP26,16568.76,2024-10-14,Los Angeles,JPY
TRX2930,SHIP39,97570.46,2024-10-14,Rotterdam,USD
TRX8669,SHIP35,25631.2,2024-10-14,Singapore,CNY
TRX6382,SHIP35,78446.46,2024-10-14,New York,GBP
TRX9290,SHIP5,56207.46,2024-10-14,Singapore,EUR
TRX9859,SHIP25,43680.54,2024-10-14,New York,JPY
TRX8360,SHIP3,71598.03,2024-10-14,Shanghai,CNY
TRX4967,SHIP16,46520.42,2024-10-14,Rotterdam,CNY
TRX9054,SHIP42,54016.34,2024-10-14,Shanghai,USD
TRX2803,SHIP25,90708.19,2024-10-14,Singapore,USD
TRX4023,SHIP28,26505.11,2024-10-14,New York,USD
TRX4517,SHIP20,75510.76,2024-10-14,Shanghai,JPY
TRX3054,SHIP34,88695.93,2024-10-14,Shanghai,EUR
TRX1537,SHIP42,60674.83,2024-10-14,Los Angeles,USD
TRX6616,SHIP25,57249.19,2024-10-14,Shanghai,JPY
TRX6315,SHIP33,18568.82,2024-10-14,New York,USD
TRX1405,SHIP19,36153.83,2024-10-14,New York,JPY
TRX7611,SHIP27,69778.34,2024-10-14,Shanghai,JPY
TRX1474,SHIP10,68779.98,2024-10-14,Los Angeles,USD
TRX6038,SHIP50,52731.24,2024-10-14,Singapore,EUR
TRX6658,SHIP45,88173.93,2024-10-14,Singapore,JPY
TRX8905,SHIP31,2075.59,2024-10-14,Shanghai,USD
TRX3460,SHIP40,98764.35,2024-10-14,Rotterdam,EUR
TRX7297,SHIP39,53216.42,2024-10-14,New York,CNY
TRX8936,SHIP19,99326.92,2024-10-14,Singapore,CNY
