transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX6940,SHIP13,39580.97,2024-10-14,Shanghai,EUR
TRX4557,SHIP38,24580.84,2024-10-14,New York,JPY
TRX4700,SHIP23,49354.08,2024-10-14,New York,CNY
TRX6556,SHIP45,2105.82,2024-10-14,Rotterdam,USD
TRX9386,SHIP28,3897.16,2024-10-14,Shanghai,USD
TRX1498,SHIP1,19879.14,2024-10-14,Los Angeles,JPY
TRX7030,SHIP26,93717.44,2024-10-14,Los Angeles,GBP
TRX2625,SHIP15,30297.16,2024-10-14,Singapore,CNY
TRX6372,SHIP43,2006.49,2024-10-14,Singapore,JPY
TRX2102,SHIP8,31521.08,2024-10-14,Los Angeles,CNY
TRX4369,SHIP26,66679.05,2024-10-14,Los Angeles,EUR
TRX6887,SHIP27,28140.91,2024-10-14,Shanghai,EUR
TRX2001,SHIP17,89309.9,2024-10-14,New York,EUR
TRX6039,SHIP18,20097.29,2024-10-14,Los Angeles,GBP
TRX3163,SHIP22,73458.55,2024-10-14,New York,JPY
TRX2643,SHIP9,12223.8,2024-10-14,Shanghai,CNY
TRX7951,SHIP30,39820.6,2024-10-14,Rotterdam,JPY
TRX1392,SHIP31,94893.2,2024-10-14,Rotterdam,CNY
TRX9535,SHIP35,67788.77,2024-10-14,New York,EUR
TRX1895,SHIP29,62656.8,2024-10-14,Los Angeles,GBP
TRX7528,SHIP25,18232.52,2024-10-14,Singapore,GBP
TRX6021,SHIP13,94018.7,2024-10-14,Los Angeles,USD
TRX7392,SHIP35,51247.31,2024-10-14,Shanghai,JPY
TRX1124,SHIP10,29774.58,2024-10-14,Singapore,EUR
TRX8391,SHIP35,81244.24,2024-10-14,Singapore,GBP
TRX8691,SHIP41,75595.94,2024-10-14,Shanghai,EUR
TRX8525,SHIP36,34871.83,2024-10-14,Singapore,JPY
TRX5021,SHIP20,6668.29,2024-10-14,Los Angeles,CNY
TRX1289,SHIP3,34795.42,2024-10-14,Los Angeles,USD
TRX8261,SHIP12,12569.25,2024-10-14,Rotterdam,EUR
TRX6683,SHIP12,21965.95,2024-10-14,Shanghai,USD
TRX5557,SHIP50,81398.65,2024-10-14,Singapore,JPY
TRX9866,SHIP4,54675.52,2024-10-14,Shanghai,GBP
TRX1864,SHIP9,28669.17,2024-10-14,New York,JPY
TRX7907,SHIP24,46721.11,2024-10-14,Shanghai,EUR
TRX8056,SHIP5,69332.97,2024-10-14,Rotterdam,JPY
TRX3920,SHIP29,4358.03,2024-10-14,Shanghai,GBP
TRX7114,SHIP17,82732.99,2024-10-14,New York,USD
TRX4211,SHIP37,90434.86,2024-10-14,Rotterdam,CNY
TRX9204,SHIP24,13759.63,2024-10-14,Singapore,EUR
TRX5110,SHIP49,34222.08,2024-10-14,New York,USD
TRX4612,SHIP45,61144.61,2024-10-14,Rotterdam,JPY
TRX1745,SHIP10,33669.16,2024-10-14,New York,GBP
TRX7797,SHIP30,62468.68,2024-10-14,Shanghai,JPY
TRX5877,SHIP47,42560.94,2024-10-14,Singapore,CNY
TRX5997,SHIP12,96476.34,2024-10-14,Los Angeles,USD
TRX5445,SHIP21,60292.53,2024-10-14,Shanghai,JPY
TRX4762,SHIP43,44889.73,2024-10-14,Shanghai,GBP
TRX4912,SHIP16,98254.71,2024-10-14,Singapore,GBP
TRX6751,SHIP11,1750.08,2024-10-14,Rotterdam,USD
TRX1552,SHIP15,18823.27,2024-10-14,Rotterdam,GBP
TRX6439,SHIP19,77333.2,2024-10-14,New York,CNY
TRX5632,SHIP33,66896.8,2024-10-14,Shanghai,CNY
TRX5654,SHIP19,65791.07,2024-10-14,New York,CNY
TRX4180,SHIP19,57331.39,2024-10-14,Singapore,USD
TRX8237,SHIP42,21247.9,2024-10-14,Shanghai,GBP
TRX5042,SHIP3,57876.65,2024-10-14,Shanghai,EUR
TRX2522,SHIP25,34388.74,2024-10-14,New York,EUR
TRX9942,SHIP29,79189.06,2024-10-14,Shanghai,EUR
TRX7587,SHIP35,42362.51,2024-10-14,New York,JPY
TRX8156,SHIP38,4807.67,2024-10-14,Los Angeles,CNY
TRX1516,SHIP12,40468.2,2024-10-14,Shanghai,CNY
TRX2770,SHIP43,36932.64,2024-10-14,Singapore,JPY
TRX6859,SHIP11,9762.67,2024-10-14,Singapore,GBP
TRX9416,SHIP17,30870.78,2024-10-14,Shanghai,CNY
TRX2000,SHIP12,75194.36,2024-10-14,Los Angeles,JPY
TRX1308,SHIP47,81614.23,2024-10-14,Singapore,EUR
TRX3143,SHIP24,11039.0,2024-10-14,Singapore,CNY
TRX6178,SHIP35,41308.26,2024-10-14,Rotterdam,CNY
TRX3122,SHIP25,59323.91,2024-10-14,Los Angeles,CNY
TRX3914,SHIP46,31547.94,2024-10-14,Singapore,EUR
TRX3919,SHIP6,86122.73,2024-10-14,Shanghai,JPY
TRX6996,SHIP3,57466.32,2024-10-14,Los Angeles,EUR
TRX8722,SHIP36,75493.23,2024-10-14,Los Angeles,USD
TRX2263,SHIP31,46928.51,2024-10-14,Singapore,CNY
TRX9012,SHIP36,16571.13,2024-10-14,Shanghai,USD
TRX8927,SHIP22,26522.3,2024-10-14,Rotterdam,EUR
TRX2880,SHIP4,91660.56,2024-10-14,New York,CNY
TRX6617,SHIP45,32898.79,2024-10-14,New York,EUR
TRX1599,SHIP19,78076.17,2024-10-14,Shanghai,USD
TRX1007,SHIP15,18346.88,2024-10-14,Los Angeles,USD
TRX3708,SHIP17,19076.49,2024-10-14,Shanghai,EUR
TRX4244,SHIP36,28280.11,2024-10-14,Shanghai,EUR
TRX1729,SHIP31,93330.32,2024-10-14,Shanghai,EUR
TRX9653,SHIP3,8342.35,2024-10-14,Singapore,EUR
TRX6478,SHIP19,17159.28,2024-10-14,New York,GBP
TRX3028,SHIP11,32921.27,2024-10-14,Singapore,GBP
TRX7870,SHIP41,52827.32,2024-10-14,Shanghai,CNY
TRX3769,SHIP34,67420.02,2024-10-14,Los Angeles,CNY
TRX5963,SHIP9,55713.93,2024-10-14,Rotterdam,USD
TRX7077,SHIP10,42121.82,2024-10-14,New York,EUR
TRX3053,SHIP18,27495.84,2024-10-14,Rotterdam,CNY
TRX9240,SHIP13,87419.08,2024-10-14,Rotterdam,CNY
TRX3928,SHIP20,51348.46,2024-10-14,Los Angeles,CNY
TRX3592,SHIP5,51865.12,2024-10-14,New York,USD
TRX8411,SHIP47,33648.37,2024-10-14,Rotterdam,USD
TRX3753,SHIP10,38004.03,2024-10-14,Shanghai,USD
TRX2188,SHIP29,40953.39,2024-10-14,Los Angeles,JPY
TRX2302,SHIP18,45393.48,2024-10-14,New York,GBP
TRX5798,SHIP5,51648.73,2024-10-14,Rotterdam,JPY
