transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX2590,SHIP7,96262.37,2024-10-14,New York,GBP
TRX5963,SHIP28,68912.61,2024-10-14,New York,GBP
TRX7551,SHIP48,35509.16,2024-10-14,Los Angeles,JPY
TRX8175,SHIP25,28999.54,2024-10-14,Los Angeles,EUR
TRX4744,SHIP41,78590.83,2024-10-14,Los Angeles,USD
TRX6616,SHIP35,6779.29,2024-10-14,New York,USD
TRX6765,SHIP4,35027.63,2024-10-14,Rotterdam,EUR
TRX5824,SHIP48,9187.26,2024-10-14,Shanghai,USD
TRX9449,SHIP42,83814.61,2024-10-14,New York,GBP
TRX5879,SHIP9,47311.19,2024-10-14,Los Angeles,EUR
TRX8995,SHIP28,23223.01,2024-10-14,Shanghai,JPY
TRX1377,SHIP1,19136.84,2024-10-14,Los Angeles,USD
TRX4539,SHIP38,64468.48,2024-10-14,Rotterdam,CNY
TRX9486,SHIP43,92235.87,2024-10-14,New York,GBP
TRX7611,SHIP31,94358.51,2024-10-14,Rotterdam,USD
TRX1703,SHIP49,11341.75,2024-10-14,Shanghai,GBP
TRX6874,SHIP32,48072.61,2024-10-14,Los Angeles,JPY
TRX1420,SHIP18,8769.36,2024-10-14,Rotterdam,EUR
TRX5728,SHIP45,2515.38,2024-10-14,Shanghai,JPY
TRX9469,SHIP4,9421.04,2024-10-14,New York,CNY
TRX8585,SHIP11,98262.68,2024-10-14,New York,EUR
TRX2128,SHIP6,15229.61,2024-10-14,Los Angeles,EUR
TRX2322,SHIP38,47186.65,2024-10-14,Shanghai,JPY
TRX6422,SHIP34,59507.78,2024-10-14,Rotterdam,JPY
TRX6808,SHIP49,5082.19,2024-10-14,Singapore,GBP
TRX5966,SHIP18,42355.94,2024-10-14,New York,USD
TRX3408,SHIP13,49163.12,2024-10-14,Los Angeles,GBP
TRX8340,SHIP50,69540.6,2024-10-14,New York,CNY
TRX1614,SHIP7,84783.51,2024-10-14,Singapore,GBP
TRX3331,SHIP7,70116.69,2024-10-14,Los Angeles,EUR
TRX8942,SHIP35,84615.17,2024-10-14,New York,GBP
TRX5661,SHIP3,5078.17,2024-10-14,New York,USD
TRX8649,SHIP24,35927.14,2024-10-14,Singapore,CNY
TRX4950,SHIP46,61813.9,2024-10-14,Singapore,JPY
TRX2696,SHIP27,63161.7,2024-10-14,Shanghai,EUR
TRX8998,SHIP9,87549.53,2024-10-14,Shanghai,JPY
TRX7336,SHIP10,47815.55,2024-10-14,Shanghai,CNY
TRX6505,SHIP1,75839.06,2024-10-14,Singapore,JPY
TRX7095,SHIP22,53031.47,2024-10-14,Los Angeles,JPY
TRX6756,SHIP34,81643.9,2024-10-14,New York,CNY
TRX3243,SHIP37,49174.24,2024-10-14,Rotterdam,CNY
TRX6329,SHIP18,40040.94,2024-10-14,Singapore,JPY
TRX1046,SHIP21,73568.89,2024-10-14,Shanghai,USD
TRX4813,SHIP41,30493.37,2024-10-14,Los Angeles,EUR
TRX1156,SHIP13,69386.62,2024-10-14,Rotterdam,JPY
TRX8755,SHIP10,53657.26,2024-10-14,Rotterdam,EUR
TRX1039,SHIP38,64062.92,2024-10-14,Los Angeles,GBP
TRX1372,SHIP49,6855.27,2024-10-14,Shanghai,EUR
TRX7873,SHIP48,93243.62,2024-10-14,Rotterdam,USD
TRX8936,SHIP23,47774.22,2024-10-14,Singapore,JPY
TRX6576,SHIP1,70392.16,2024-10-14,New York,JPY
TRX4537,SHIP24,4879.75,2024-10-14,Los Angeles,JPY
TRX2521,SHIP32,50501.57,2024-10-14,Shanghai,CNY
TRX6538,SHIP45,53509.23,2024-10-14,Singapore,EUR
TRX6308,SHIP2,73567.04,2024-10-14,New York,CNY
TRX4180,SHIP3,8678.81,2024-10-14,New York,GBP
TRX7294,SHIP40,83763.1,2024-10-14,Los Angeles,EUR
TRX1396,SHIP36,86275.96,2024-10-14,Rotterdam,EUR
TRX5744,SHIP4,57565.89,2024-10-14,Los Angeles,USD
