transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX4646,SHIP45,59178.32,2024-10-14,Los Angeles,JPY
TRX1712,SHIP14,6327.78,2024-10-14,New York,CNY
TRX4997,SHIP20,24405.17,2024-10-14,Shanghai,EUR
TRX9101,SHIP49,11726.01,2024-10-14,New York,GBP
TRX4751,SHIP50,65553.14,2024-10-14,Rotterdam,USD
TRX5614,SHIP30,85865.26,2024-10-14,Singapore,EUR
TRX5508,SHIP3,21333.41,2024-10-14,Shanghai,CNY
TRX5514,SHIP43,66202.29,2024-10-14,Singapore,CNY
TRX5573,SHIP17,32329.2,2024-10-14,Rotterdam,EUR
TRX6075,SHIP26,18755.04,2024-10-14,Shanghai,GBP
TRX8744,SHIP9,82764.89,2024-10-14,Singapore,USD
TRX4769,SHIP50,15838.12,2024-10-14,Los Angeles,JPY
TRX1096,SHIP5,97870.42,2024-10-14,Rotterdam,GBP
TRX7102,SHIP25,93046.37,2024-10-14,Rotterdam,CNY
TRX6454,SHIP34,99617.16,2024-10-14,Shanghai,EUR
TRX5328,SHIP34,78352.78,2024-10-14,Singapore,GBP
TRX1825,SHIP11,7511.56,2024-10-14,New York,GBP
TRX3074,SHIP47,32265.21,2024-10-14,Shanghai,USD
TRX6308,SHIP9,79604.19,2024-10-14,New York,GBP
TRX6162,SHIP5,25599.01,2024-10-14,Rotterdam,JPY
TRX6418,SHIP7,6864.27,2024-10-14,Los Angeles,JPY
TRX6313,SHIP38,80683.55,2024-10-14,Rotterdam,CNY
TRX7853,SHIP10,8801.05,2024-10-14,Singapore,USD
TRX6765,SHIP45,64216.27,2024-10-14,Shanghai,USD
TRX5626,SHIP22,51516.93,2024-10-14,New York,USD
TRX1195,SHIP46,43258.44,2024-10-14,New York,CNY
TRX4601,SHIP32,36882.74,2024-10-14,Los Angeles,EUR
TRX4516,SHIP38,67297.91,2024-10-14,Los Angeles,USD
TRX9861,SHIP36,4925.98,2024-10-14,New York,CNY
TRX1481,SHIP15,35981.38,2024-10-14,Shanghai,JPY
TRX4722,SHIP6,46297.23,2024-10-14,New York,GBP
TRX3285,SHIP17,88873.26,2024-10-14,Rotterdam,USD
TRX6825,SHIP11,52483.8,2024-10-14,Shanghai,EUR
TRX7997,SHIP49,51750.71,2024-10-14,New York,GBP
TRX7513,SHIP3,3078.84,2024-10-14,Singapore,USD
TRX6559,SHIP1,25499.57,2024-10-14,New York,CNY
TRX2463,SHIP40,67203.05,2024-10-14,New York,CNY
TRX6838,SHIP8,1626.94,2024-10-14,Shanghai,EUR
TRX7535,SHIP34,85329.6,2024-10-14,Los Angeles,USD
TRX3945,SHIP19,15993.72,2024-10-14,Los Angeles,USD
TRX9655,SHIP48,99967.49,2024-10-14,New York,CNY
TRX7010,SHIP38,75809.55,2024-10-14,Rotterdam,EUR
TRX7743,SHIP24,29653.48,2024-10-14,Shanghai,USD
TRX1936,SHIP44,72529.99,2024-10-14,Los Angeles,CNY
TRX6136,SHIP44,85727.9,2024-10-14,Rotterdam,GBP
TRX2439,SHIP46,54031.78,2024-10-14,Los Angeles,CNY
TRX9440,SHIP21,84261.19,2024-10-14,Los Angeles,EUR
TRX4160,SHIP18,33072.33,2024-10-14,Shanghai,CNY
TRX6355,SHIP43,62230.76,2024-10-14,Los Angeles,CNY
TRX6103,SHIP14,48183.97,2024-10-14,Shanghai,EUR
TRX1455,SHIP21,15903.65,2024-10-14,Los Angeles,CNY
TRX7006,SHIP50,6736.19,2024-10-14,New York,GBP
TRX1833,SHIP41,36060.7,2024-10-14,Los Angeles,USD
TRX4526,SHIP44,49203.7,2024-10-14,Los Angeles,USD
TRX1380,SHIP30,3308.64,2024-10-14,Rotterdam,CNY
TRX5081,SHIP12,79184.07,2024-10-14,Singapore,USD
TRX1109,SHIP48,40820.09,2024-10-14,Rotterdam,GBP
TRX6741,SHIP5,59022.47,2024-10-14,Shanghai,EUR
TRX8929,SHIP36,40979.43,2024-10-14,Los Angeles,USD
TRX6600,SHIP5,85731.14,2024-10-14,Shanghai,GBP
TRX9071,SHIP25,40587.06,2024-10-14,Singapore,JPY
TRX2395,SHIP15,28192.13,2024-10-14,New York,CNY
TRX7412,SHIP10,8641.05,2024-10-14,New York,EUR
