transaction_id,ship_id,transaction_amount,transaction_date,port,currency
TRX3248,SHIP27,50429.91,2024-10-14,Shanghai,CNY
TRX9374,SHIP50,63145.87,2024-10-14,New York,USD
TRX7565,SHIP30,34756.22,2024-10-14,Shanghai,CNY
TRX9699,SHIP9,51236.8,2024-10-14,Shanghai,JPY
TRX2996,SHIP35,25748.18,2024-10-14,Singapore,USD
TRX2914,SHIP3,87863.82,2024-10-14,Shanghai,USD
TRX5979,SHIP36,27550.67,2024-10-14,New York,JPY
TRX7367,SHIP30,92944.67,2024-10-14,Los Angeles,CNY
TRX9693,SHIP16,2825.26,2024-10-14,Singapore,USD
TRX5273,SHIP49,32762.18,2024-10-14,Rotterdam,CNY
TRX7338,SHIP19,82911.94,2024-10-14,New York,JPY
TRX2100,SHIP5,1681.98,2024-10-14,Shanghai,USD
TRX7281,SHIP41,33528.49,2024-10-14,New York,EUR
TRX7166,SHIP40,40813.92,2024-10-14,Rotterdam,USD
TRX6664,SHIP22,91706.8,2024-10-14,Shanghai,GBP
TRX5783,SHIP41,49899.5,2024-10-14,Los Angeles,JPY
TRX2183,SHIP10,45006.5,2024-10-14,New York,GBP
TRX6566,SHIP34,28760.62,2024-10-14,New York,JPY
TRX8177,SHIP12,39971.56,2024-10-14,New York,CNY
TRX5499,SHIP2,68681.24,2024-10-14,Los Angeles,USD
TRX7972,SHIP5,31675.91,2024-10-14,Shanghai,CNY
TRX3763,SHIP7,6762.89,2024-10-14,Los Angeles,EUR
TRX8909,SHIP26,82053.86,2024-10-14,Shanghai,USD
TRX9398,SHIP38,29256.08,2024-10-14,Shanghai,JPY
TRX6166,SHIP3,39014.2,2024-10-14,Rotterdam,USD
TRX4209,SHIP40,41659.78,2024-10-14,Los Angeles,GBP
TRX6463,SHIP25,86135.52,2024-10-14,Los Angeles,CNY
TRX3520,SHIP42,33277.76,2024-10-14,New York,CNY
TRX4913,SHIP18,12171.7,2024-10-14,Singapore,USD
TRX9593,SHIP7,88086.85,2024-10-14,Shanghai,GBP
TRX2850,SHIP36,80562.26,2024-10-14,Los Angeles,EUR
TRX9876,SHIP11,14283.29,2024-10-14,Rotterdam,EUR
TRX1631,SHIP19,11366.14,2024-10-14,Singapore,GBP
TRX3459,SHIP14,27202.39,2024-10-14,Shanghai,GBP
TRX6787,SHIP27,3237.78,2024-10-14,Rotterdam,GBP
TRX6216,SHIP24,77625.76,2024-10-14,Singapore,GBP
TRX5851,SHIP39,69238.6,2024-10-14,Rotterdam,USD
TRX9268,SHIP45,82700.36,2024-10-14,Rotterdam,CNY
TRX5701,SHIP44,49544.73,2024-10-14,Shanghai,CNY
TRX8477,SHIP24,33406.6,2024-10-14,Los Angeles,JPY
TRX6599,SHIP41,3818.2,2024-10-14,Los Angeles,CNY
TRX7919,SHIP2,40648.89,2024-10-14,Rotterdam,JPY
TRX6108,SHIP27,63150.84,2024-10-14,Singapore,CNY
TRX2380,SHIP38,54212.38,2024-10-14,Los Angeles,CNY
TRX2645,SHIP38,4318.0,2024-10-14,Shanghai,EUR
TRX5665,SHIP22,74143.69,2024-10-14,Shanghai,USD
TRX5601,SHIP42,58018.02,2024-10-14,Los Angeles,EUR
TRX6785,SHIP2,73941.6,2024-10-14,Los Angeles,EUR
TRX3887,SHIP46,68803.76,2024-10-14,New York,EUR
TRX2994,SHIP36,3154.98,2024-10-14,Shanghai,EUR
TRX6575,SHIP1,57878.12,2024-10-14,Singapore,GBP
TRX5746,SHIP30,42213.75,2024-10-14,Los Angeles,USD
TRX1358,SHIP8,30680.34,2024-10-14,Rotterdam,USD
TRX8887,SHIP43,70191.87,2024-10-14,Singapore,EUR
TRX8363,SHIP30,40365.58,2024-10-14,Rotterdam,GBP
TRX3833,SHIP34,33205.97,2024-10-14,Shanghai,EUR
TRX2680,SHIP26,27854.78,2024-10-14,New York,GBP
TRX5889,SHIP19,8517.82,2024-10-14,Rotterdam,CNY
TRX4994,SHIP29,12510.19,2024-10-14,Shanghai,EUR
TRX7668,SHIP33,30451.34,2024-10-14,Rotterdam,EUR
TRX8355,SHIP37,42817.1,2024-10-14,Shanghai,GBP
TRX1503,SHIP3,58930.09,2024-10-14,Singapore,CNY
TRX6921,SHIP18,8852.43,2024-10-14,Rotterdam,JPY
TRX7726,SHIP39,42641.6,2024-10-14,Singapore,USD
TRX8886,SHIP46,46117.56,2024-10-14,Shanghai,JPY
TRX6851,SHIP43,29624.93,2024-10-14,Singapore,USD
TRX5307,SHIP23,27256.68,2024-10-14,Singapore,USD
TRX8778,SHIP46,90754.04,2024-10-14,Los Angeles,JPY
TRX3235,SHIP49,49693.57,2024-10-14,Rotterdam,EUR
TRX3238,SHIP11,29831.39,2024-10-14,Singapore,GBP
TRX4677,SHIP30,9249.3,2024-10-14,Singapore,USD
TRX7451,SHIP5,48303.51,2024-10-14,Los Angeles,USD
TRX6935,SHIP13,23756.2,2024-10-14,Rotterdam,CNY
